event_id_cnty,event_date,year,time_precision,disorder_type,event_type,sub_event_type,actor1,assoc_actor_1,inter1,actor2,assoc_actor_2,inter2,interaction,civilian_targeting,iso,region,country,admin1,admin2,admin3,location,latitude,longitude,geo_precision,source,source_scale,notes,fatalities,tags,timestamp
NIG29547,2023-01-08,2023,1,Strategic developments,Strategic developments,Looting/property destruction,Unidentified Armed Group (Nigeria),,3,Police Forces of Nigeria (2015-),,1,13,,566,Western Africa,Nigeria,Anambra,Aguata,,Umuchu,5.9333,7.1333,2,Daily Post (Nigeria); Daily Trust (Nigeria); Premium Times (Nigeria),National,"Property destruction: On 8 January 2023, an unidentified armed group burnt a police station on Umuchu- Achina road, coded to Umuchu (Aguata, Anambra). The station was previously destroyed during the #EndSARS protests and was recently renovated. No fatality was reported as the police had evacuated the station for the reconstruction work.",0,,1673899227
NIR15284,2023-01-08,2023,1,Political violence,Violence against civilians,Abduction/forced disappearance,Islamic State (West Africa),,2,Civilians (Niger),Labor Group (Niger),7,27,Civilian targeting,562,Western Africa,Niger,Diffa,Maine Soroa,Maine Soroa,Maine Soroa,13.2114,12.0241,1,Undisclosed Source,Local partner-Other,"On 8 January 2023, Boko Haram militants (presumably ISWAP) abducted a merchant along with his vehicle in the town of Maine Soroa (Maine Soroa, Diffa). The vehicle broke down and was abandoned near Gremadi.",0,,1673899227
NIR15285,2023-01-08,2023,1,Political violence,Violence against civilians,Abduction/forced disappearance,Islamic State (West Africa),,2,Civilians (Niger),,7,27,Civilian targeting,562,Western Africa,Niger,Diffa,Diffa,Chetimari,Maissirodi,13.3245,12.3836,1,Undisclosed Source,Local partner-Other,"On 8 January 2023, Boko Haram militants (presumably ISWAP) abducted five children in the village of Maissirodi (Diffa, Diffa).",0,,1673899227
NIR15289,2023-01-08,2023,1,Political violence,Battles,Armed clash,Islamic State (Sahel),,2,Military Forces of Niger (2021-),,1,12,,562,Western Africa,Niger,Tillaberi,Ouallam,Tondikiwindi,Taroum,14.6744,2.2729,2,Forces Armees Nigeriennes; Undisclosed Source,Local partner-Other,"On 8 January 2023, presumed IS Sahel militants attacked soldiers in the area of Taroum (Ouallam, Tillaberi). Four militants were killed and three arrested, two soldiers wounded, and two motorcycles and two AK rifles seized by the soldiers.",4,,1673899227
NIR15292,2023-01-08,2023,1,Strategic developments,Strategic developments,Looting/property destruction,Unidentified Armed Group (Niger),,3,Civilians (Niger),,7,37,,562,Western Africa,Niger,Agadez,Arlit,Arlit,Arlit,18.74,7.39,2,Undisclosed Source,Local partner-Other,"Looting: On 8 January 2023, an unidentified armed group intercepted a vehicle and seized cell and satellite phones, cash, and clothing from the occupants south of Arlit (Arlit, Agadez).",0,,1673899227
NIR15298,2023-01-08,2023,1,Strategic developments,Strategic developments,Looting/property destruction,Unidentified Armed Group (Nigeria),,3,Civilians (Niger),Labor Group (Niger),7,37,,562,Western Africa,Niger,Maradi,Madarounfa,Gabi,Karamini,13.0226,7.0524,1,Undisclosed Source,Local partner-Other,"Looting: On 8 January 2023, overnight an unidentified armed group coming from Nigeria looted a shop, seized livestock and three motorcycles in the village of Karamini (Madarounfa, Maradi).",0,,1673899227
MLI8018,2023-01-08,2023,1,Political violence,Violence against civilians,Abduction/forced disappearance,JNIM: Group for Support of Islam and Muslims,,2,Civilians (Mali),Fishers (Mali),7,27,Civilian targeting,466,Western Africa,Mali,Segou,Segou,Dougabougou,Niougou,13.8467,-6.086,1,Undisclosed Source,Local partner-Other,"On 8 January 2023, presumed JNIM militants abducted a fisher in the village of Niougou (Segou, Segou).",0,,1674503639
NIG29605,2023-01-08,2023,1,Political violence,Battles,Armed clash,Police Forces of Nigeria (2015-),,1,Zamfara Communal Militia (Nigeria),,4,14,,566,Western Africa,Nigeria,Zamfara,Maradun,,Faru Magami,12.8507,6.1949,2,"Risk and Strategic Management, Corporation",Local partner-International,"On 8 January 2023, the Nigerian Police shot and killed a member for a Zamfara militia in Maradun LGA, coded to Faru Magami (Maradun, Zamfara). The police recovered some weapons from the militia. 1 fatality reported.",1,,1674503639
NIG29621,2023-01-08,2023,1,Political violence,Battles,Armed clash,Zamfara Communal Militia (Nigeria),,4,Military Forces of Nigeria (2015-),,1,14,,566,Western Africa,Nigeria,Zamfara,Zurmi,,Zurmi,12.7776,6.7834,2,"Risk and Strategic Management, Corporation",Local partner-International,"On 8 January 2023, the Nigerian military clashed with the Zamfara Communal militia in Zurmi LGAc coded to Zurmi (Zurmi, Zamfara). The militia invaded many villages, and the Nigerian security forces engaged them in a firefight until they retreated. Casualties unknown.",0,,1674503639
NIG29649,2023-01-08,2023,1,Political violence,Violence against civilians,Attack,Zamfara Communal Militia (Nigeria),,4,Civilians (Nigeria),,7,47,Civilian targeting,566,Western Africa,Nigeria,Zamfara,Gusau,,Gusau,12.1628,6.6614,2,"Risk and Strategic Management, Corporation",Local partner-International,"On 8 January 2023, Zamfara communal militia shot and killed one person and abducted three others in Bola village, Gusau LGA, coded to Gusau (Gusau, Zamfara). 1 fatality reported.",1,,1674503639
NIG29651,2023-01-08,2023,1,Political violence,Violence against civilians,Attack,Zamfara Communal Militia (Nigeria),,4,Civilians (Nigeria),,7,47,Civilian targeting,566,Western Africa,Nigeria,Zamfara,Zurmi,,Kanwa,12.6974,6.5734,2,"Risk and Strategic Management, Corporation",Local partner-International,"On 8 January 2023, Zamfara communal militia invaded Marakaye Village, coded to Kanwa (Zurmi, Zamfara) and shot an unspecified number of people dead. Unspecified fatality coded as 3.",3,,1674503639
MLI7989,2023-01-08,2023,1,Political violence,Battles,Armed clash,JNIM: Group for Support of Islam and Muslims,,2,Police Forces of Mali (2021-) Customs,Military Forces of Mali (2021-),1,12,,466,Western Africa,Mali,Koulikoro,Kolokani,Didieni,Didieni,13.8837,-8.091,1,Al Zallaqa; Facebook; Studio Tamani; Undisclosed Source,Local partner-Other,"On 8 January 2023, JNIM militants attacked a customs and military post, and open-air motel Bougouba in the town of Didieni (Kolokani, Koulikoro). One soldier was wounded, the Bougouba hangar and four vehicles belonging to an NGO were burned. JNIM claimed responsibility and showed weapons and ammunition said captured.",0,,1680570807
NIG29531,2023-01-08,2023,1,Political violence,Violence against civilians,Attack,Unidentified Armed Group (Nigeria),,3,Civilians (Nigeria),Government of Nigeria (2015-),7,37,Civilian targeting,566,Western Africa,Nigeria,Osun,Ilesha West,,Ilesa,7.6167,4.7333,1,Premium Times (Nigeria),National,"On 8 January 2023, an unidentified armed group attacked the Chief of Staff to the Osun State House of Assembly Speaker at the Ifofin area of Ilesa (Ilesha West, Osun). The victim was taken to the hospital for treatment.",0,,1680570807
BFO8957,2023-01-07,2023,1,Political violence,Violence against civilians,Abduction/forced disappearance,JNIM: Group for Support of Islam and Muslims,,2,Civilians (Burkina Faso),Koglweogo Militia,7,27,Civilian targeting,854,Western Africa,Burkina Faso,Centre-Est,Koulpelogo,Yonde,Baoguen,11.4587,0.1246,1,Undisclosed Source,Local partner-Other,"On 7 January 2023, presumed JNIM militants abducted a Koglweogo chief (assumed off-duty) in the village of Baoguen (Yonde, Koulpelogo).",0,,1673899226
BFO8959,2023-01-07,2023,1,Political violence,Violence against civilians,Attack,JNIM: Group for Support of Islam and Muslims,,2,Civilians (Burkina Faso),,7,27,Civilian targeting,854,Western Africa,Burkina Faso,Est,Tapoa,Tambaga,Kogoli,11.8733,1.783,1,Facebook,New media,"On 7 January 2023, presumed JNIM militants killed a civilian in the village of Kogoli (Tambaga, Tapoa).",1,,1673899226
BFO8962,2023-01-07,2023,1,Political violence,Violence against civilians,Attack,Military Forces of Burkina Faso (2022-),,1,Civilians (Burkina Faso),Fulani Ethnic Group (Burkina Faso); Pastoralists (Burkina Faso),7,17,Civilian targeting,854,Western Africa,Burkina Faso,Boucle du Mouhoun,Nayala,Gassan,Gassan,12.8166,-3.2,1,Facebook; Undisclosed Source,Local partner-Other,"On 7 January 2023, suspected soldiers killed two Fulani men in Gassan (Gassan, Nayala).",2,,1673899226
BFO8965,2023-01-07,2023,1,Political violence,Violence against civilians,Abduction/forced disappearance,JNIM: Group for Support of Islam and Muslims,,2,Civilians (Burkina Faso),Tambaga Communal Group (Burkina Faso),7,27,Civilian targeting,854,Western Africa,Burkina Faso,Est,Tapoa,Tambaga,Tambaga,11.7958,1.7417,1,Facebook,New media,"On 7 January 2023, presumed JNIM militants abducted the village chief in Tambaga (Tambaga, Tapoa). The abducted was released on 10 January.",0,,1673899226
BFO8966,2023-01-07,2023,1,Political violence,Battles,Armed clash,Islamic State (Sahel),,2,VDP: Volunteer for Defense of Homeland,,4,24,,854,Western Africa,Burkina Faso,Sahel,Seno,Falagountou,Falagountou,14.369,0.1839,1,Facebook; Undisclosed Source,Local partner-Other,"On 7 January 2023, presumed IS Sahel militants and volunteer fighters (VDP) clashed in the town of Falagountou (Falagountou, Seno). Seven militants were killed. A child was killed and woman wounded in the crossfire.",8,,1673899226
BFO8968,2023-01-07,2023,1,Political violence,Violence against civilians,Abduction/forced disappearance,JNIM: Group for Support of Islam and Muslims,,2,Civilians (Burkina Faso),,7,27,Civilian targeting,854,Western Africa,Burkina Faso,Est,Gnagna,Manni,Mopienga,13.1055,-0.0031,1,Facebook,New media,"On 7 January 2023, presumed JNIM militants abducted two persons in Mopienga (Manni, Gnagna).",0,,1673899226
BFO8972,2023-01-07,2023,1,Political violence,Violence against civilians,Abduction/forced disappearance,JNIM: Group for Support of Islam and Muslims,,2,Civilians (Burkina Faso),,7,27,Civilian targeting,854,Western Africa,Burkina Faso,Centre-Sud,Zoundweogo,Gomboussougou,Yalga,11.3352,-0.777,1,Facebook,New media,"On 7 January 2023, presumed JNIM militants abducted a man in the village of Yalga (Gomboussougou, Zoundweogo).",0,,1673899226
BFO8981,2023-01-07,2023,1,Political violence,Battles,Armed clash,Military Forces of Burkina Faso (2022-),VDP: Volunteer for Defense of Homeland,1,JNIM: Group for Support of Islam and Muslims,,2,12,,854,Western Africa,Burkina Faso,Est,Komandjari,Gayeri,Gayeri,12.648,0.493,2,AIB (Burkina Faso),National,"On 7 January 2023, soldiers and volunteer fighters (VDP) attacked presumed JNIM militant positions in the surroundings of Gayeri (Gayeri, Komandjari). An unspecified number of militants were killed and equipment seized. Unknown fatalities coded as 3.",3,,1673899226
BFO8982,2023-01-07,2023,1,Political violence,Battles,Armed clash,Military Forces of Burkina Faso (2022-),VDP: Volunteer for Defense of Homeland,1,JNIM: Group for Support of Islam and Muslims,,2,12,,854,Western Africa,Burkina Faso,Nord,Yatenga,Senguenega,Sittigo,13.4631,-2.0221,1,Undisclosed Source,Local partner-Other,"On 7 January 2023, soldiers and volunteer fighters (VDP) supported by the air force attack and destroyed a presumed JNIM militant base in Sittigo (Senguenega, Yatenga). An unspecified number of militants were killed and more than 60 motorcycles seized. Unknown militant fatalities coded as 3.",3,,1673899226
BFO8985,2023-01-07,2023,1,Political violence,Violence against civilians,Abduction/forced disappearance,JNIM: Group for Support of Islam and Muslims,,2,Civilians (Burkina Faso),,7,27,Civilian targeting,854,Western Africa,Burkina Faso,Est,Tapoa,Partiaga,Partiaga,11.9333,1.6167,2,Facebook,New media,"On 7 January 2023, presumed JNIM militants abducted five persons in the village of Payenga, near Partiaga (Partiaga, Tapoa). The abducted were subsequently released.",0,,1673899226
BFO8992,2023-01-07,2023,1,Political violence,Explosions/Remote violence,Remote explosive/landmine/IED,JNIM: Group for Support of Islam and Muslims,,2,Civilians (Burkina Faso),,7,27,Civilian targeting,854,Western Africa,Burkina Faso,Centre-Est,Koulpelogo,Sangha,Binguimnoguen,11.2328,0.1944,1,Facebook,New media,"On 7 January 2023, a motorcyclist was wounded when his motorcycle hit an IED likely planted by JNIM militants in Binguimnoguen (Sangha, Koulpelogo).",0,,1673899226
BFO8994,2023-01-07,2023,1,Political violence,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Burkina Faso (2022-),,1,JNIM: Group for Support of Islam and Muslims,,2,12,,854,Western Africa,Burkina Faso,Nord,Yatenga,Senguenega,Sima,13.4869,-1.9799,2,Facebook; Undisclosed Source,Local partner-Other,"On 7 January 2023, soldiers fired artillery at presumed JNIM militant positions in the area of Sima (Senguenega, Yatenga). Casualties unknown.",0,,1673899226
BFO8995,2023-01-07,2023,1,Political violence,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Burkina Faso (2022-),,1,JNIM: Group for Support of Islam and Muslims,,2,12,,854,Western Africa,Burkina Faso,Nord,Yatenga,Senguenega,Zomkalga-Morance,13.4552,-1.8783,2,Facebook; Undisclosed Source,Local partner-Other,"On 7 January 2023, soldiers fired artillery at presumed JNIM militant positions in the area of Zomkalga [Zomkalga-Morance] (Senguenega, Yatenga). Casualties unknown.",0,,1673899226
GHA1655,2023-01-07,2023,1,Demonstrations,Protests,Peaceful protest,Protesters (Ghana),#FixTheCountry,6,,,0,60,,288,Western Africa,Ghana,Northern,Tamale,,Tamale,9.4008,-0.8393,1,3 News; Citi News,National,"On 7 January 2023, hundreds of people took part in the #FixTheCountry protest in Tamale (Tamale, Northern) to demand reform on the old 1992 Constitution. The protest is being called the #TamaleTogether protest.",0,crowd size=hundreds,1673899226
GHA1658,2023-01-07,2023,2,Political violence,Riots,Mob violence,Rioters (Ghana),Vigilante Group (Ghana),5,Civilians (Ghana),Labor Group (Ghana),7,57,Civilian targeting,288,Western Africa,Ghana,Bono,Jaman North,,Asiri,7.8006,-2.7019,1,Ghana Web,National,"Around 7 January 2023, a youth mob attacked a barber at a police station in Asiri (Jaman North, Bono) leading to his death. The mob suspected the victim of having killed a moto rider in the area. The victim had been arrested when the mob attacked him at the police station.",1,crowd size=no report,1673899226
MLI7970,2023-01-07,2023,1,Political violence,Violence against civilians,Abduction/forced disappearance,Unidentified Armed Group (Mali),,3,Civilians (Mali),Labor Group (Mali),7,37,Civilian targeting,466,Western Africa,Mali,Gao,Gao,Gao,Gao,16.2717,-0.0447,1,Twitter; Undisclosed Source; Whatsapp,Local partner-Other,"On 7 January 2023, unidentified armed men abducted two businessmen including a night club owner in the city of Gao (Gao, Gao). The night club owner was released on 11 January.",0,,1673899226
MLI7975,2023-01-07,2023,1,Political violence,Violence against civilians,Attack,Islamic State (Sahel),,2,Civilians (Mali),Fulani Ethnic Group (Mali); Idourfane Ethnic Group (Mali); Pastoralists (Mali),7,27,Civilian targeting,466,Western Africa,Mali,Gao,Ansongo,Tessit,Azernaoual,15.4457,0.3144,2,Undisclosed Source,Local partner-Other,"On 7 January 2023, IS Sahel militants killed a man from the Fulani community, abducted a man from the Idourfane community, and seized livestock in the nomad camp of Bassosso, near the valley of Azernaoual (Ansongo, Gao).",1,,1673899226
MLI7978,2023-01-07,2023,1,Political violence,Violence against civilians,Attack,JNIM: Group for Support of Islam and Muslims,,2,Civilians (Mali),Labor Group (Mali),7,27,Civilian targeting,466,Western Africa,Mali,Sikasso,Koutiala,Koutiala,Koutiala,12.3917,-5.4642,2,Undisclosed Source,Local partner-Other,"On 7 January 2023, JNIM militants intercepted a vehicle transporting beer on the road between Koutiala and Karangasso (Koutiala, Sikasso). The militants assaulted the drivers and destroyed around 40 cases of beer.",0,,1673899226
MLI7992,2023-01-07,2023,1,Political violence,Battles,Armed clash,JNIM: Group for Support of Islam and Muslims,,2,Wagner Group,,8,28,,466,Western Africa,Mali,Tombouctou,Gourma-Rharous,Gossi,Gossi,15.8196,-1.2911,1,Undisclosed Source,Local partner-Other,"On 7 January 2023, JNIM militants attempted to abduct the deputy mayor in the town of Gossi (Gourma-Rharous, Tombouctou). Wagner forces intervened and thwarted the attempt following an exchange of gunfire. There were no casualties.",0,,1673899226
MLI7995,2023-01-07,2023,1,Strategic developments,Strategic developments,Looting/property destruction,Islamic State (Sahel),,2,Civilians (Mali),Labor Group (Mali),7,27,,466,Western Africa,Mali,Gao,Ansongo,Ouattagouna,Bentia,15.3533,0.7607,2,Twitter; Undisclosed Source,Local partner-Other,"Looting: On 7 January 2023, presumed IS Sahel militants hijacked a communal bus belonging to the company Tilemsi Transport between Bentia and Fafa (Ansongo, Gao). Passengers were removed from the bus and boarded other buses to continue their journey to Niger.",0,,1673899226
NIG29497,2023-01-07,2023,1,Political violence,Violence against civilians,Attack,Fulani Ethnic Militia (Nigeria),Pastoralists (Nigeria),4,Civilians (Nigeria),,7,47,Civilian targeting,566,Western Africa,Nigeria,Edo,Igueben,,Igueben,6.5278,6.2426,1,Blueprint; Nigeria Punch; Vanguard (Nigeria),National,"On 7 January 2023, an armed group suspected to be Fulani heardsmen attacked the Igueben Train Station in Igueben (Igueben, Edo) and abducted 31 passengers waiting to board a train. The assailants, armed with AK-47 rifles, invaded the train station, shot sporadically, and some passengers sustained bullet wounds before marching them into the bush. The police and the vigilante group later rescued five victims, including a retired police officer, a lady and three kids.",0,,1673899226
NIG29515,2023-01-07,2023,1,Political violence,Battles,Armed clash,Military Forces of Nigeria (2015-),,1,Zamfara Communal Militia (Nigeria),,4,14,,566,Western Africa,Nigeria,Zamfara,Anka,,Sunke,11.8959,5.9129,2,Nigeria Punch,National,"On 7 January 2023, the Nigerian Armed Forces conducted operations against Zamfara Communal Militia in Gado and Sunke (Anka, Zamfara) for two days, coded separately. The Armed forces killed 10 militias and recovered a cache of arms. 10 fatalities shared across the two events, 5 fatalities coded.",5,,1673899227
NIG29530,2023-01-07,2023,1,Political violence,Battles,Armed clash,Police Forces of Nigeria (2015-),,1,Unidentified Armed Group (Nigeria),,3,13,,566,Western Africa,Nigeria,Zamfara,Anka,,Anka,12.1138,5.9243,2,Daily Post (Nigeria); Daily Trust (Nigeria),National,"On 7 January 2023, the Nigeria Police shot and killed two unidentified armed group members along Gunimi- Anka road, coded to Anka (Anka, Zamfara). The armed men tried smuggling weapons from Taraba state to Zamfara when the police intercepted them. Assorted weapons were recovered, including live shells for rockets RPG, three explosive shells, 151-round ammunition for AK 47 rifles, and 200-round ammunition for anti-aircraft rifles and charms. 2 fatalities reported.",2,,1673899227
NIG29537,2023-01-07,2023,1,Political violence,Violence against civilians,Attack,Unidentified Armed Group (Nigeria),,3,Civilians (Nigeria),INEC: Independent National Electoral Commission,7,37,Civilian targeting,566,Western Africa,Nigeria,Edo,Ikpoba Okha,,Idogbo,6.2667,5.7167,2,Daily Trust (Nigeria),National,"On 7 January 2023, an unidentified armed group attacked INEC PVC collection centres in Ikpoba Okha LG, coded to Idogbo (Ikpoba Okha, Edo) for the second day. During the first attack (coded separately), the militants disrupted the distribution of INEC Permanent Voters Cards (PVC). Ward 01 at Iwogban/Uteh, Ward 05 at St. Saviour's School, Ward 07 at Ugbekun, Ward 06 at Maria Goretti College, RA 09 at Obanyator with Army Children's School and Ogheghe health centre were all affected.",0,,1673899227
NIG29541,2023-01-07,2023,1,Political violence,Riots,Mob violence,Rioters (Nigeria),Vigilante Group (Nigeria),5,Civilians (Nigeria),,7,57,Civilian targeting,566,Western Africa,Nigeria,Lagos,Alimosho,,Ikotun,6.5443,3.2638,1,Nigeria Punch,National,"On 7 January 2023, a mob lynched an armed robber who attacked and robbed a hairdressing saloon in Ikotun (Alimosho, Lagos). The victim was part of a three-man armed gang that dispossessed the people of their valuables. The mob killed one of the robbers when he fell as they tried to escape with a snatched motorcycle. 1 fatality reported.",1,crowd size=no report,1673899227
NIG29545,2023-01-07,2023,1,Strategic developments,Strategic developments,Looting/property destruction,Unidentified Armed Group (Nigeria),,3,Civilians (Nigeria),APC: All Progressives Congress,7,37,,566,Western Africa,Nigeria,Osun,Ilesha West,,Ilesa,7.6167,4.7333,1,Premium Times (Nigeria),National,"Property destruction: On 7 January 2023, an unidentified armed group invaded and vandalised the office of the Presidential Campaign Committee of the APC in Ilesa (Ilesha West, Osun). Campaign billboards of the APC presidential candidate and the party's Flags, the main door to the building and windows were also destroyed in the attack. APC in the state accused the Governor of the state of sponsoring political thugs against their members and facilities.",0,,1673899227
NIR15286,2023-01-07,2023,1,Political violence,Violence against civilians,Abduction/forced disappearance,Islamic State (West Africa),,2,Civilians (Niger),,7,27,Civilian targeting,562,Western Africa,Niger,Diffa,Maine Soroa,Maine Soroa,Gremari,13.1425,12.1679,1,Undisclosed Source,Local partner-Other,"On 7 January 2023, overnight Boko Haram militants (presumably ISWAP) abducted two persons in the village of Gremari (Maine Soroa, Diffa).",0,,1673899227
NIR15296,2023-01-07,2023,1,Strategic developments,Strategic developments,Looting/property destruction,Unidentified Armed Group (Niger),,3,Civilians (Niger),,7,37,,562,Western Africa,Niger,Tahoua,Abalak,Abalak,Abalak,15.4638,6.2865,2,Undisclosed Source,Local partner-Other,"Looting: On 7 January 2023, an unidentified armed group aboard motorcycles intercepted a vehicle and seized cash, cell phones, and various from the occupants near the Tuareg camp of Macharo, about 27km south of Abalak (Abalak, Tahoua) on the road to Dakoro (Dakoro, Maradi).",0,,1673899227
NIG29591,2023-01-07,2023,1,Political violence,Battles,Armed clash,Military Forces of Nigeria (2015-),,1,Zamfara Communal Militia (Nigeria),,4,14,,566,Western Africa,Nigeria,Zamfara,Bukkuyum,,Bukuyum,12.1377,5.4665,2,"Risk and Strategic Management, Corporation",Local partner-International,"On 7 January 2023, the Nigerian troops raided the enclaves of the Zamfara communal militia in Bukuyum (Bukkuyum, Zamfara) and Anka LGA, coded separately. The military recovered weapons and ammunition from the militiamen.",0,,1674503639
NIG29592,2023-01-07,2023,1,Political violence,Battles,Armed clash,Military Forces of Nigeria (2015-),,1,Zamfara Communal Militia (Nigeria),,4,14,,566,Western Africa,Nigeria,Zamfara,Anka,,Anka,12.1138,5.9243,2,"Risk and Strategic Management, Corporation",Local partner-International,"On 7 January 2023, the Nigerian troops raided the enclaves of the Zamfara communal militia in Anka (Anka, Zamfara) and Bukkuyum LGA, coded separately. The military recovered weapons and ammunition from the militiamen. Casualties unknown.",0,,1674503639
NIG29598,2023-01-07,2023,1,Political violence,Battles,Armed clash,Police Forces of Nigeria (2015-),Hunters Group of Nigeria,1,Unidentified Armed Group (Nigeria),,3,13,,566,Western Africa,Nigeria,Bauchi,Alkaleri,,Mansur,9.7177,10.6297,1,Nigeria Punch,National,"On 7 January 2023, the police and the local hunters attacked an unidentified armed group in their enclave in Mansur forest, Mansur (Alkaleri, Bauchi). The police shot and killed two members of the group during a gun battle and recovered a fabricated SMG rifle and three operational motorcycles (Honda Bajaj). 2 fatalities reported.",2,,1674503639
NIG29650,2023-01-07,2023,1,Political violence,Violence against civilians,Attack,Zamfara Communal Militia (Nigeria),,4,Civilians (Nigeria),,7,47,Civilian targeting,566,Western Africa,Nigeria,Zamfara,Zurmi,,Zurmi,12.7776,6.7834,2,"Risk and Strategic Management, Corporation",Local partner-International,"On 7 January 2023, Zamfara communal militia opened fire indiscriminately on commuters along the Kaura Namoda- Zurmi Road, coded to Zurmi (Zurmi, Zamfara). Three people were killed in the process and the militia abducted an unspecified number of commuters. 3 fatalities reported.",3,,1674503639
NIG29652,2023-01-07,2023,1,Political violence,Violence against civilians,Attack,Zamfara Communal Militia (Nigeria),,4,Civilians (Nigeria),,7,47,Civilian targeting,566,Western Africa,Nigeria,Zamfara,Anka,,Anka,12.1138,5.9243,2,"Risk and Strategic Management, Corporation",Local partner-International,"On 7 January 2023, Zamfara communal militia attacked Duhuwar Saulawa, coded to Anka (Anka, Zamfara) and killed an unspecified number of people (coded as 3). Many people were also injured in the attack.",3,,1674503639
NIG29495,2023-01-07,2023,1,Political violence,Violence against civilians,Attack,Deebam (Nigeria),,3,Civilians (Nigeria),,7,37,Civilian targeting,566,Western Africa,Nigeria,Rivers,Port Harcourt,,Diobu,4.8104,6.9853,1,Daily Trust (Nigeria); Nigeria Punch,National,"On 7 January 2023, the Deebam Cult militia set fire to a house in Diobu (Port Harcourt, Rivers) and killed the occupant. The Deebam had killed the leader of the Icelander (coded separately) before tracing their second target to the house. They razed the house when they missed their target. An aged woman was trapped in the fire and died. 2 fatalities shared across two events. 1 fatality reported",1,,1678755254
NIG29500,2023-01-07,2023,1,Political violence,Battles,Armed clash,Deebam (Nigeria),,3,Icelanders (Nigeria),,3,33,,566,Western Africa,Nigeria,Rivers,Port Harcourt,,Diobu,4.8104,6.9853,1,Daily Trust (Nigeria); Nigeria Punch,National,"On 7 January 2023, the Icelander and Deebam cult groups clashed and killed two people at Mile 1, Diobu (Port Harcourt, Rivers). The Deeebam ambushed and killed the leader of the Icelanders and proceeded to a house where their second target was suspected of hiding. As they didn't meet their target at home, they set the house on fire leading to the death of an aged woman (coded separately). 2 fatalities shared across two events. 1 fatality reported.",1,,1678755254
NIG29506,2023-01-07,2023,1,Political violence,Explosions/Remote violence,Remote explosive/landmine/IED,Islamic State (West Africa),,2,Military Forces of Nigeria (2015-),,1,12,,566,Western Africa,Nigeria,Borno,Damboa,,Damboa,11.156,12.7576,2,ExTrac,Local partner-International,"On 7 January 2023, ISWAP claimed that its fighters detonated an explosive device at the Nigerian army patrol vehicles between Wajiroko and Damboa, coded to Damboa (Damboa, Borno). The explosive destroyed the armoured vehicle and killed its occupants. Unknown fatalities coded as 3.",3,,1680570807
BFO8999,2023-01-07,2023,1,Political violence,Battles,Armed clash,JNIM: Group for Support of Islam and Muslims,,2,Police Forces of Burkina Faso (2022-),,1,12,,854,Western Africa,Burkina Faso,Centre-Est,Koulpelogo,Lalgaye,Sablogo,11.6904,-0.1223,1,Facebook; Libre Info; Whatsapp,New media,"On 7 January 2023, JNIM militants ambushed security forces transporting equipment destined to volunteer fighters (VDP) in Sablogo (Lalgaye, Koulpelogo). One vehicle was burned and large amount of weapons, ammunition, and materiel captured by the militants. There were no casualties. JNIM claimed responsibility and showed the items captured in an unofficial video.",0,,1680570807
NIG29594,2023-01-07,2023,1,Political violence,Violence against civilians,Abduction/forced disappearance,Zamfara Communal Militia (Nigeria),,4,Civilians (Nigeria),Former Government of Nigeria (2015-),7,47,Civilian targeting,566,Western Africa,Nigeria,Zamfara,Zurmi,,Dauran Birnin Tsaba,12.6821,6.7511,2,"Risk and Strategic Management, Corporation",Local partner-International,"On 7 January 2023, the Zamfara communal militia abducted an unspecified number of people, including the former District Head of Birnin Tsaba village, along Birnin Tsaba- Daura Road, coded to Dauran Birnin Tsaba (Zurmi, Zamfara).",0,,1680570807
BFO8909,2023-01-06,2023,1,Political violence,Violence against civilians,Abduction/forced disappearance,VDP: Volunteer for Defense of Homeland,Military Forces of Burkina Faso (2022-),4,Civilians (Mali),Fulani Ethnic Group (Burkina Faso); Pastoralists (Burkina Faso),7,47,Civilian targeting,854,Western Africa,Burkina Faso,Centre-Nord,Sanmatenga,Kaya,Kaya,13.0917,-1.0844,1,ODH (Burkina Faso),Other,"On 6 January 2023, volunteer fighters (VDP) and soldiers abducted two Fulani men in the town of Kaya (Kaya, Sanmatenga).",0,,1673311012
BFO8947,2023-01-06,2023,1,Strategic developments,Strategic developments,Looting/property destruction,JNIM: Group for Support of Islam and Muslims,,2,Civilians (Burkina Faso),,7,27,,854,Western Africa,Burkina Faso,Centre-Nord,Namentenga,Yalgo,Taparko,13.4842,-0.327,2,Facebook,New media,"Looting: On 6 January 2023, presumed JNIM militants searched a bus and seized medicine between Taparko (Yalgo, Namentenga) and Tougouri (Tougouri, Namentenga).",0,,1673311012
MAA1528,2023-01-06,2023,1,Demonstrations,Protests,Peaceful protest,Protesters (Mauritania),,6,,,0,60,,478,Western Africa,Mauritania,Dakhlet Nouadhibou,Dakhlet Nouadhibou,Nouadhibou,Nouadhibou,20.9434,-17.038,1,Al Akhbar (Mauritania),National,"On 6 January 2023, a large number of activists held a protest sit-in at the regional hospital of Nouadhibou (Dakhlet Nouadhibou, Dakhlet Nouadhibou) calling for an improvement of the hospital's services.",0,crowd size=large,1673311012
